Country,summary_code,iso3,impVal
Christmas Island,333,CXR,291251.0
Christmas Island,334,CXR,380992.0
Christmas Island,335,CXR,75237.0
Christmas Island,3361MV,CXR,5289.0
Christmas Island,3364OT,CXR,52365.0
Christmas Island,337,CXR,12250.0
Christmas Island,339,CXR,614878.0
Christmas Island,Other,CXR,86184.0
Cocos (Keeling) Islands,313TT,CCK,9349.0
Cocos (Keeling) Islands,315AL,CCK,24469.0
Cocos (Keeling) Islands,322,CCK,58445.0
Cocos (Keeling) Islands,323,CCK,4920.0
Cocos (Keeling) Islands,326,CCK,8514.0
Cocos (Keeling) Islands,332,CCK,69253.0
Cocos (Keeling) Islands,333,CCK,35582.0
Cocos (Keeling) Islands,334,CCK,180362.0
Cocos (Keeling) Islands,335,CCK,54468.0
Cocos (Keeling) Islands,3361MV,CCK,170786.0
Cocos (Keeling) Islands,337,CCK,12460.0
Cocos (Keeling) Islands,339,CCK,42096.0
Cocos (Keeling) Islands,Other,CCK,429940.0
Colombia,111CA,COL,3286405325.0
Colombia,113FF,COL,119936886.0
Colombia,211,COL,5784495278.0
Colombia,212,COL,158081400.0
Colombia,311FT,COL,967795392.0
Colombia,313TT,COL,98798561.0
Colombia,315AL,COL,248508957.0
Colombia,321,COL,9298308.0
Colombia,322,COL,90480280.0
Colombia,323,COL,16601507.0
Colombia,324,COL,1551676719.0
Colombia,325,COL,424624556.0
Colombia,326,COL,233290801.0
Colombia,327,COL,173162038.0
Colombia,331,COL,1943316140.0
Colombia,332,COL,783837707.0
Colombia,333,COL,56761470.0
Colombia,334,COL,72302226.0
Colombia,335,COL,371012134.0
Colombia,3361MV,COL,47501815.0
Colombia,3364OT,COL,7149737.0
Colombia,337,COL,63306171.0
Colombia,339,COL,375318934.0
Colombia,Other,COL,806686621.0
Cook Islands,315AL,COK,15739.0
Cook Islands,323,COK,8808.0
Cook Islands,326,COK,800.0
Cook Islands,327,COK,2655.0
Cook Islands,332,COK,3002.0
Cook Islands,333,COK,25057.0
Cook Islands,334,COK,53933.0
Cook Islands,335,COK,40164.0
Cook Islands,3361MV,COK,12159.0
Cook Islands,339,COK,18257.0
Cook Islands,Other,COK,711545.0
Costa Rica,111CA,CRI,1628991393.0
Costa Rica,113FF,CRI,54682061.0
Costa Rica,212,CRI,5736127.0
Costa Rica,311FT,CRI,514157651.0
Costa Rica,313TT,CRI,16801791.0
Costa Rica,315AL,CRI,26325074.0
Costa Rica,321,CRI,2901810.0
Costa Rica,322,CRI,10192502.0
Costa Rica,323,CRI,4767604.0
Costa Rica,324,CRI,174436.0
Costa Rica,325,CRI,54273537.0
Costa Rica,326,CRI,308472221.0
Costa Rica,327,CRI,26931550.0
Costa Rica,331,CRI,109088919.0
Costa Rica,332,CRI,45028653.0
Costa Rica,333,CRI,39018864.0
Costa Rica,334,CRI,2979534660.0
Costa Rica,335,CRI,305635869.0
Costa Rica,3361MV,CRI,97419887.0
Costa Rica,3364OT,CRI,6027678.0
Costa Rica,337,CRI,23790100.0
Costa Rica,339,CRI,4302594793.0
Costa Rica,Other,CRI,1072358151.0
Croatia,111CA,HRV,3480640.0
Croatia,113FF,HRV,1203639.0
Croatia,212,HRV,52490.0
Croatia,311FT,HRV,90390795.0
Croatia,313TT,HRV,600398.0
Croatia,315AL,HRV,19251141.0
Croatia,321,HRV,5050611.0
Croatia,322,HRV,388662.0
Croatia,323,HRV,719877.0
Croatia,325,HRV,374919541.0
Croatia,326,HRV,11734284.0
Croatia,327,HRV,12790101.0
Croatia,331,HRV,3362152.0
Croatia,332,HRV,128329312.0
Croatia,333,HRV,108894155.0
Croatia,334,HRV,39039448.0
Croatia,335,HRV,159124365.0
Croatia,3361MV,HRV,12741573.0
Croatia,3364OT,HRV,6258154.0
Croatia,337,HRV,3196218.0
Croatia,339,HRV,5362532.0
Croatia,Other,HRV,13980749.0
Cuba,326,CUB,3423.0
Cuba,339,CUB,5672.0
Cuba,Other,CUB,4860777.0
Curacao,311FT,CUW,194080.0
Curacao,324,CUW,9548021.0
Curacao,325,CUW,135816.0
Curacao,326,CUW,29969.0
Curacao,331,CUW,699490.0
Curacao,332,CUW,165116.0
Curacao,333,CUW,266799.0
Curacao,334,CUW,1579097.0
Curacao,335,CUW,3712458.0
Curacao,3361MV,CUW,22679.0
Curacao,3364OT,CUW,793792.0
Curacao,339,CUW,40226.0
Curacao,Other,CUW,14748402.0
Cyprus,111CA,CYP,134918.0
Cyprus,113FF,CYP,1335589.0
Cyprus,212,CYP,2089482.0
Cyprus,311FT,CYP,15677136.0
Cyprus,313TT,CYP,21801.0
Cyprus,315AL,CYP,27896.0
Cyprus,322,CYP,124057.0
Cyprus,323,CYP,184262.0
Cyprus,324,CYP,54434.0
Cyprus,325,CYP,1266772.0
Cyprus,326,CYP,662280.0
Cyprus,327,CYP,17439.0
Cyprus,332,CYP,1033276.0
Cyprus,333,CYP,5584026.0
Cyprus,334,CYP,20382931.0
Cyprus,335,CYP,330364.0
Cyprus,3361MV,CYP,664971.0
Cyprus,3364OT,CYP,128174.0
Cyprus,337,CYP,81133.0
Cyprus,339,CYP,1320431.0
Cyprus,Other,CYP,7738937.0
Czech Republic,111CA,CZE,7892047.0
Czech Republic,113FF,CZE,178335.0
Czech Republic,211,CZE,586512.0
Czech Republic,212,CZE,307448.0
Czech Republic,311FT,CZE,123330062.0
Czech Republic,313TT,CZE,71266567.0
Czech Republic,315AL,CZE,13708864.0
Czech Republic,321,CZE,46096306.0
Czech Republic,322,CZE,102554742.0
Czech Republic,323,CZE,6209654.0
Czech Republic,324,CZE,58870.0
Czech Republic,325,CZE,459769464.0
Czech Republic,326,CZE,471831963.0
Czech Republic,327,CZE,116710477.0
Czech Republic,331,CZE,193468130.0
Czech Republic,332,CZE,585193024.0
Czech Republic,333,CZE,1396171797.0
Czech Republic,334,CZE,1786012965.0
Czech Republic,335,CZE,799941047.0
Czech Republic,3361MV,CZE,836863118.0
Czech Republic,3364OT,CZE,260365927.0
Czech Republic,337,CZE,59426248.0
Czech Republic,339,CZE,311034390.0
Czech Republic,Other,CZE,432930382.0
Denmark,111CA,DNK,99550144.0
Denmark,113FF,DNK,36066449.0
Denmark,212,DNK,3829567.0
Denmark,311FT,DNK,618794233.0
Denmark,313TT,DNK,28846072.0
Denmark,315AL,DNK,9956164.0
Denmark,321,DNK,11719427.0
Denmark,322,DNK,37380481.0
Denmark,323,DNK,5995050.0
Denmark,324,DNK,61832851.0
Denmark,325,DNK,3649799395.0
Denmark,326,DNK,136121780.0
Denmark,327,DNK,70778376.0
Denmark,331,DNK,23041111.0
Denmark,332,DNK,537865965.0
Denmark,333,DNK,1513334642.0
Denmark,334,DNK,1678924774.0
Denmark,335,DNK,266807747.0
Denmark,3361MV,DNK,122005555.0
Denmark,3364OT,DNK,89924951.0
Denmark,337,DNK,101427585.0
Denmark,339,DNK,506268876.0
Denmark,Other,DNK,430151029.0
Dominica,111CA,DMA,35007.0
Dominica,113FF,DMA,4973.0
Dominica,311FT,DMA,112323.0
Dominica,315AL,DMA,24957.0
Dominica,321,DMA,4381.0
Dominica,325,DMA,288495.0
Dominica,326,DMA,4094.0
Dominica,327,DMA,6519.0
Dominica,332,DMA,20520.0
Dominica,333,DMA,2928.0
Dominica,334,DMA,40092.0
Dominica,335,DMA,75393.0
Dominica,339,DMA,438820.0
Dominica,Other,DMA,1247693.0
Dominican Republic,111CA,DOM,373822169.0
Dominican Republic,113FF,DOM,2400809.0
Dominican Republic,211,DOM,653106.0
Dominican Republic,212,DOM,7500082.0
Dominican Republic,311FT,DOM,1476074946.0
Dominican Republic,313TT,DOM,71720477.0
Dominican Republic,315AL,DOM,756698499.0
Dominican Republic,321,DOM,1492561.0
Dominican Republic,322,DOM,89454870.0
Dominican Republic,323,DOM,2737291.0
Dominican Republic,324,DOM,270848.0
Dominican Republic,325,DOM,87689370.0
Dominican Republic,326,DOM,265542940.0
Dominican Republic,327,DOM,16172109.0
Dominican Republic,331,DOM,245517299.0
Dominican Republic,332,DOM,96032646.0
Dominican Republic,333,DOM,153166753.0
Dominican Republic,334,DOM,721869581.0
Dominican Republic,335,DOM,994511949.0
Dominican Republic,3361MV,DOM,39082255.0
Dominican Republic,3364OT,DOM,2054823.0
Dominican Republic,337,DOM,35248135.0
Dominican Republic,339,DOM,1717291928.0
Dominican Republic,Other,DOM,348425392.0
Ecuador,111CA,ECU,2927466987.0
Ecuador,113FF,ECU,210249086.0
Ecuador,211,ECU,3546724671.0
Ecuador,212,ECU,61985.0
Ecuador,311FT,ECU,571123901.0
Ecuador,313TT,ECU,2043389.0
Ecuador,315AL,ECU,9011607.0
Ecuador,321,ECU,112601031.0
Ecuador,322,ECU,6410424.0
Ecuador,323,ECU,6496037.0
Ecuador,324,ECU,62520536.0
Ecuador,325,ECU,7021296.0
Ecuador,326,ECU,42341223.0
Ecuador,327,ECU,11773843.0
Ecuador,331,ECU,476167956.0
Ecuador,332,ECU,7544561.0
Ecuador,333,ECU,12680225.0
Ecuador,334,ECU,2191462.0
Ecuador,335,ECU,69362734.0
Ecuador,3361MV,ECU,1413542.0
Ecuador,3364OT,ECU,750174.0
Ecuador,337,ECU,7836446.0
Ecuador,339,ECU,10336061.0
Ecuador,Other,ECU,420177086.0
El Salvador,111CA,SLV,84628164.0
El Salvador,113FF,SLV,1715402.0
El Salvador,311FT,SLV,326222717.0
El Salvador,313TT,SLV,57253869.0
El Salvador,315AL,SLV,1343671215.0
El Salvador,321,SLV,1106134.0
El Salvador,322,SLV,8665766.0
El Salvador,323,SLV,5727569.0
El Salvador,324,SLV,1279381.0
El Salvador,325,SLV,25974424.0
El Salvador,326,SLV,24687919.0
El Salvador,327,SLV,38023359.0
El Salvador,331,SLV,9151320.0
El Salvador,332,SLV,11220461.0
El Salvador,333,SLV,11235352.0
El Salvador,334,SLV,33995502.0
El Salvador,335,SLV,19045494.0
El Salvador,3361MV,SLV,64977930.0
El Salvador,3364OT,SLV,9783003.0
El Salvador,337,SLV,4586194.0
El Salvador,339,SLV,15837676.0
El Salvador,Other,SLV,212423940.0
Estonia,111CA,EST,2251751.0
Estonia,113FF,EST,5334180.0
Estonia,212,EST,7368885.0
Estonia,311FT,EST,19726923.0
Estonia,313TT,EST,7193400.0
Estonia,315AL,EST,2657268.0
Estonia,321,EST,74977742.0
Estonia,322,EST,493184.0
Estonia,323,EST,585992.0
Estonia,324,EST,57896.0
Estonia,325,EST,72035214.0
Estonia,326,EST,11081570.0
Estonia,327,EST,1141308.0
Estonia,331,EST,11174891.0
Estonia,332,EST,11838047.0
Estonia,333,EST,92007333.0
Estonia,334,EST,554378621.0
Estonia,335,EST,72592764.0
Estonia,3361MV,EST,11945557.0
Estonia,3364OT,EST,3425102.0
Estonia,337,EST,36627130.0
Estonia,339,EST,39296280.0
Estonia,Other,EST,27212942.0
Falkland Islands (Islas Malvinas),113FF,FLK,19743512.0
Falkland Islands (Islas Malvinas),326,FLK,3262.0
Falkland Islands (Islas Malvinas),333,FLK,2455270.0
Falkland Islands (Islas Malvinas),334,FLK,2580.0
Falkland Islands (Islas Malvinas),335,FLK,2995.0
Falkland Islands (Islas Malvinas),337,FLK,3764.0
Falkland Islands (Islas Malvinas),339,FLK,4518.0
Falkland Islands (Islas Malvinas),Other,FLK,540760.0
Faroe Islands,111CA,FRO,204403089.0
Faroe Islands,113FF,FRO,41800676.0
Faroe Islands,311FT,FRO,1954332.0
Faroe Islands,313TT,FRO,10024.0
Faroe Islands,315AL,FRO,3530.0
Faroe Islands,322,FRO,13223.0
Faroe Islands,323,FRO,41481.0
Faroe Islands,326,FRO,292705.0
Faroe Islands,333,FRO,128287.0
Faroe Islands,334,FRO,128194.0
Faroe Islands,335,FRO,76884.0
Faroe Islands,3361MV,FRO,49401.0
Faroe Islands,337,FRO,32098.0
Faroe Islands,339,FRO,30755.0
Faroe Islands,Other,FRO,487853.0
Fiji,111CA,FJI,14709477.0
Fiji,113FF,FJI,8019952.0
Fiji,311FT,FJI,220387421.0
Fiji,313TT,FJI,223493.0
Fiji,315AL,FJI,159467.0
Fiji,321,FJI,6858143.0
Fiji,322,FJI,20151.0
Fiji,323,FJI,12371.0
Fiji,325,FJI,1704822.0
Fiji,326,FJI,57297.0
Fiji,332,FJI,132725.0
Fiji,333,FJI,22970.0
Fiji,334,FJI,99842.0
Fiji,335,FJI,2968.0
Fiji,3361MV,FJI,7551.0
Fiji,3364OT,FJI,105396.0
Fiji,337,FJI,51389.0
Fiji,339,FJI,976394.0
Fiji,Other,FJI,5720644.0
Finland,111CA,FIN,450750.0
Finland,113FF,FIN,1700753.0
Finland,212,FIN,2722585.0
Finland,311FT,FIN,33521073.0
Finland,313TT,FIN,35700272.0
Finland,315AL,FIN,2739641.0
Finland,321,FIN,101600936.0
Finland,322,FIN,1162081869.0
Finland,323,FIN,2889684.0
Finland,324,FIN,797214869.0
Finland,325,FIN,1889990738.0
Finland,326,FIN,104109136.0
Finland,327,FIN,71902847.0
Finland,331,FIN,444340287.0
Finland,332,FIN,171382527.0
Finland,333,FIN,1292360383.0
Finland,334,FIN,650177090.0
Finland,335,FIN,540591808.0
Finland,3361MV,FIN,217107833.0
Finland,3364OT,FIN,156328875.0
Finland,337,FIN,50932136.0
Finland,339,FIN,160021682.0
Finland,Other,FIN,139648936.0
France,111CA,FRA,110619327.0
France,113FF,FRA,198517105.0
France,211,FRA,1312941.0
France,212,FRA,14651139.0
France,311FT,FRA,6532988018.0
France,313TT,FRA,201267091.0
France,315AL,FRA,1737291108.0
France,321,FRA,304106070.0
France,322,FRA,328134773.0
France,323,FRA,62888059.0
France,324,FRA,895057386.0
France,325,FRA,12499007463.0
France,326,FRA,805466543.0
France,327,FRA,442238177.0
France,331,FRA,1217928155.0
France,332,FRA,1670478808.0
France,333,FRA,4721635238.0
France,334,FRA,3041712177.0
France,335,FRA,1979075600.0
France,3361MV,FRA,1197487515.0
France,3364OT,FRA,11468161059.0
France,337,FRA,244595057.0
France,339,FRA,3567196511.0
France,Other,FRA,6661452631.0
French Guiana,113FF,GUF,1535137.0
French Guiana,315AL,GUF,613.0
French Guiana,326,GUF,5585.0
French Guiana,332,GUF,192481.0
French Guiana,333,GUF,27248.0
French Guiana,334,GUF,13414.0
French Guiana,335,GUF,7540.0
French Guiana,3364OT,GUF,4460.0
French Guiana,Other,GUF,34651.0
French Polynesia,111CA,PYF,1037685.0
French Polynesia,113FF,PYF,17266972.0
French Polynesia,311FT,PYF,953004.0
French Polynesia,313TT,PYF,16442.0
French Polynesia,315AL,PYF,26844.0
French Polynesia,322,PYF,2191.0
French Polynesia,323,PYF,4127.0
French Polynesia,325,PYF,1421064.0
French Polynesia,326,PYF,41821.0
French Polynesia,327,PYF,43989.0
French Polynesia,332,PYF,37552.0
French Polynesia,333,PYF,129662.0
French Polynesia,334,PYF,306964.0
French Polynesia,335,PYF,225557.0
French Polynesia,3361MV,PYF,645189.0
French Polynesia,3364OT,PYF,255028.0
French Polynesia,337,PYF,28181.0
French Polynesia,339,PYF,6676961.0
French Polynesia,Other,PYF,11304037.0
Gaza Strip Administered by Israel,331,ISR,183645.0
Gaza Strip Administered by Israel,334,ISR,20991.0
Gaza Strip Administered by Israel,Other,ISR,234.0
Georgia,111CA,GEO,90325.0
Georgia,113FF,GEO,218428.0
Georgia,212,GEO,4412.0
Georgia,311FT,GEO,19087457.0
Georgia,313TT,GEO,405446.0
Georgia,315AL,GEO,5523296.0
Georgia,321,GEO,1934939.0
Georgia,322,GEO,116911.0
Georgia,323,GEO,201408.0
Georgia,325,GEO,11391366.0
Georgia,326,GEO,1647755.0
Georgia,327,GEO,168089.0
Georgia,331,GEO,102825304.0
Georgia,332,GEO,1246507.0
Georgia,333,GEO,3213900.0
Georgia,334,GEO,1431322.0
Georgia,335,GEO,811222.0
Georgia,3361MV,GEO,7027370.0
Georgia,3364OT,GEO,254793.0
Georgia,337,GEO,364427.0
Georgia,339,GEO,223550.0
Georgia,Other,GEO,7225944.0
Germany,111CA,DEU,402710808.0
Germany,113FF,DEU,49028743.0
Germany,211,DEU,199557.0
Germany,212,DEU,16593264.0
Germany,311FT,DEU,2302056275.0
Germany,313TT,DEU,547150048.0
Germany,315AL,DEU,482230509.0
Germany,321,DEU,756473688.0
Germany,322,DEU,1097351124.0
Germany,323,DEU,146538745.0
Germany,324,DEU,535050360.0
Germany,325,DEU,28287525131.0
Germany,326,DEU,2365248471.0
Germany,327,DEU,1226770853.0
Germany,331,DEU,4600200328.0
Germany,332,DEU,6224636547.0
Germany,333,DEU,29874648232.0
Germany,334,DEU,13312141057.0
Germany,335,DEU,7561223393.0
Germany,3361MV,DEU,33293271376.0
Germany,3364OT,DEU,9026800194.0
Germany,337,DEU,568055108.0
Germany,339,DEU,5320549470.0
Germany,Other,DEU,12440094647.0
Gibraltar,313TT,GIB,3343.0
Gibraltar,315AL,GIB,10890.0
Gibraltar,323,GIB,2656.0
Gibraltar,333,GIB,18285.0
Gibraltar,334,GIB,3107.0
Gibraltar,335,GIB,23223.0
Gibraltar,3364OT,GIB,145268.0
Gibraltar,337,GIB,1735.0
Gibraltar,Other,GIB,222672.0
Greece,111CA,GRC,58060460.0
Greece,113FF,GRC,42531371.0
Greece,212,GRC,28874300.0
Greece,311FT,GRC,770684411.0
Greece,313TT,GRC,18237788.0
Greece,315AL,GRC,20567290.0
Greece,321,GRC,2519248.0
Greece,322,GRC,18483479.0
Greece,323,GRC,2415129.0
Greece,324,GRC,75820811.0
Greece,325,GRC,152773991.0
Greece,326,GRC,53979451.0
Greece,327,GRC,142521176.0
Greece,331,GRC,262267623.0
Greece,332,GRC,159322480.0
Greece,333,GRC,46114833.0
Greece,334,GRC,72223502.0
Greece,335,GRC,110059472.0
Greece,3361MV,GRC,7338550.0
Greece,3364OT,GRC,33734246.0
Greece,337,GRC,9159008.0
Greece,339,GRC,20685210.0
Greece,Other,GRC,135236463.0
Greenland,113FF,GRL,31339026.0
Greenland,311FT,GRL,16490.0
Greenland,315AL,GRL,2430.0
Greenland,325,GRL,76309.0
Greenland,326,GRL,23642.0
Greenland,333,GRL,7186.0
Greenland,334,GRL,96797.0
Greenland,3364OT,GRL,5832.0
Greenland,337,GRL,3355.0
Greenland,339,GRL,35396.0
Greenland,Other,GRL,979018.0
Grenada,111CA,GRD,590117.0
Grenada,113FF,GRD,7110119.0
Grenada,311FT,GRD,3046319.0
Grenada,315AL,GRD,17482.0
Grenada,325,GRD,2109.0
Grenada,326,GRD,31848.0
Grenada,332,GRD,11942.0
Grenada,333,GRD,18196.0
Grenada,334,GRD,48173.0
Grenada,335,GRD,68510.0
Grenada,3364OT,GRD,6319.0
Grenada,337,GRD,400.0
Grenada,339,GRD,5012.0
Grenada,Other,GRD,3118272.0
Guadeloupe,311FT,GLP,60208.0
Guadeloupe,313TT,GLP,3516.0
Guadeloupe,315AL,GLP,89500.0
Guadeloupe,323,GLP,45750.0
Guadeloupe,325,GLP,2823.0
Guadeloupe,326,GLP,4592.0
Guadeloupe,327,GLP,6340.0
Guadeloupe,331,GLP,3626.0
Guadeloupe,332,GLP,123775.0
Guadeloupe,333,GLP,81349.0
Guadeloupe,334,GLP,308043.0
Guadeloupe,335,GLP,72735.0
Guadeloupe,3361MV,GLP,6976.0
Guadeloupe,3364OT,GLP,357429.0
Guadeloupe,337,GLP,80797.0
Guadeloupe,339,GLP,94239.0
Guadeloupe,Other,GLP,2085963.0
Guatemala,111CA,GTM,2186100914.0
Guatemala,113FF,GTM,40932873.0
Guatemala,211,GTM,74249744.0
Guatemala,212,GTM,71769.0
Guatemala,311FT,GTM,688260417.0
Guatemala,313TT,GTM,28267903.0
Guatemala,315AL,GTM,1679879834.0
Guatemala,321,GTM,26837355.0
Guatemala,322,GTM,2973852.0
Guatemala,323,GTM,331529.0
Guatemala,324,GTM,5985.0
Guatemala,325,GTM,29071554.0
Guatemala,326,GTM,31198792.0
Guatemala,327,GTM,1616396.0
Guatemala,331,GTM,22085096.0
Guatemala,332,GTM,1301501.0
Guatemala,333,GTM,18206392.0
Guatemala,334,GTM,5905660.0
Guatemala,335,GTM,2896628.0
Guatemala,3361MV,GTM,40613486.0
Guatemala,3364OT,GTM,8396.0
Guatemala,337,GTM,3769881.0
Guatemala,339,GTM,41451014.0
Guatemala,Other,GTM,93855441.0
Guyana,111CA,GUY,1016890.0
Guyana,113FF,GUY,19491731.0
Guyana,211,GUY,5188252491.0
Guyana,212,GUY,37401991.0
Guyana,311FT,GUY,26563767.0
Guyana,315AL,GUY,4801.0
Guyana,321,GUY,5943442.0
Guyana,323,GUY,19618.0
Guyana,325,GUY,523251.0
Guyana,326,GUY,22438.0
Guyana,331,GUY,15658602.0
Guyana,332,GUY,423022.0
Guyana,333,GUY,1729256.0
Guyana,334,GUY,663829.0
Guyana,335,GUY,8713.0
Guyana,3361MV,GUY,104594.0
Guyana,3364OT,GUY,302108.0
Guyana,337,GUY,47605.0
Guyana,339,GUY,1358976.0
Guyana,Other,GUY,75951535.0
Haiti,111CA,HTI,2027189.0
Haiti,113FF,HTI,106447.0
Haiti,212,HTI,38456.0
Haiti,311FT,HTI,8785578.0
Haiti,313TT,HTI,6985470.0
Haiti,315AL,HTI,579191043.0
Haiti,321,HTI,34131.0
Haiti,322,HTI,1034.0
Haiti,323,HTI,234007.0
Haiti,325,HTI,5889517.0
Haiti,326,HTI,196453.0
Haiti,327,HTI,45374.0
Haiti,332,HTI,237077.0
Haiti,333,HTI,18020.0
Haiti,334,HTI,1027330.0
Haiti,335,HTI,133051.0
Haiti,3361MV,HTI,167042.0
Haiti,337,HTI,70060.0
Haiti,339,HTI,5698554.0
Haiti,Other,HTI,5884952.0
Heard and McDonald Islands,334,HMD,3469.0
Heard and McDonald Islands,335,HMD,4252.0
Heard and McDonald Islands,3361MV,HMD,3428.0
Heard and McDonald Islands,Other,HMD,2440.0
Honduras,111CA,HND,856895261.0
Honduras,113FF,HND,102110896.0
Honduras,212,HND,25736155.0
Honduras,311FT,HND,413699549.0
Honduras,313TT,HND,27178086.0
Honduras,315AL,HND,2430348787.0
Honduras,321,HND,8755496.0
Honduras,322,HND,7314468.0
Honduras,323,HND,1957196.0
Honduras,325,HND,29259303.0
Honduras,326,HND,28142636.0
Honduras,327,HND,7903477.0
Honduras,331,HND,235721244.0
Honduras,332,HND,11257066.0
Honduras,333,HND,973095.0
Honduras,334,HND,2461649.0
Honduras,335,HND,50925771.0
Honduras,3361MV,HND,1096150293.0
Honduras,3364OT,HND,177107.0
Honduras,337,HND,22674660.0
Honduras,339,HND,25026644.0
Honduras,Other,HND,147892882.0
Hong Kong,111CA,HKG,11764427.0
Hong Kong,113FF,HKG,11016350.0
Hong Kong,211,HKG,180850.0
Hong Kong,212,HKG,28717.0
Hong Kong,311FT,HKG,106308550.0
